Business Area,Cost element name,Cost Element Group,Cost Element Sub Group,Value Column Name,Value
"Distribution","Food Expense","Hardware & Software","Software Maintenance","LE1",
"Distribution","Food Expense","Labor","External Labor","LE1",
"Distribution","Food Expense","Labor","Internal Labor","LE1",
"Distribution","Food Expense","Other","Employee Performance","LE1",
"Distribution","Food Expense","Other","Legal","LE1",
"Distribution","Food Expense","Other","Moving","LE1",
"Distribution","Food Expense","Other","Other","LE1","204.669"
"Distribution","Food Expense","Other","Project Expenses","LE1",
"Distribution","Food Expense","Other","Recognition","LE1",
"Distribution","Food Expense","Other","Severance","LE1",
"Distribution","Food Expense","Other","Supplies","LE1",
"Distribution","Food Expense","Other","Taxes","LE1",
"Distribution","Food Expense","Other","Telecomm","LE1",
"Distribution","Food Expense","Other","Training","LE1",
"Distribution","Food Expense","Other","Travel","LE1",
"Distribution","Food Expense","Other","Vehicles","LE1",
"Distribution","Food Expense","Shared Services","Inbound Allocations","LE1",
"Distribution","Food Expense","Shared Services","Outbound Allocations","LE1",
"Distribution","Telecom Services","Administrative","Administrative","LE1",
"Distribution","Telecom Services","CAPEX","CAPEX","LE1",
"Distribution","Telecom Services","Depr & Amort","Amortization","LE1",
"Distribution","Telecom Services","Depr & Amort","Depreciation","LE1",
"Distribution","Telecom Services","Hardware & Software","Hardware","LE1",
"Distribution","Telecom Services","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Telecom Services","Hardware & Software","Software","LE1",
"Distribution","Telecom Services","Hardware & Software","Software Maintenance","LE1",
"Distribution","Telecom Services","Labor","External Labor","LE1",
"Distribution","Telecom Services","Labor","Internal Labor","LE1",
"Distribution","Telecom Services","Other","Employee Performance","LE1",
"Distribution","Telecom Services","Other","Legal","LE1",
"Distribution","Telecom Services","Other","Moving","LE1",
"Distribution","Telecom Services","Other","Other","LE1",
"Distribution","Telecom Services","Other","Project Expenses","LE1",
"Distribution","Telecom Services","Other","Recognition","LE1",
"Distribution","Telecom Services","Other","Severance","LE1",
"Distribution","Telecom Services","Other","Supplies","LE1",
"Distribution","Telecom Services","Other","Taxes","LE1",
"Distribution","Telecom Services","Other","Telecomm","LE1","185.655"
"Distribution","Telecom Services","Other","Training","LE1",
"Distribution","Telecom Services","Other","Travel","LE1",
"Distribution","Telecom Services","Other","Vehicles","LE1",
"Distribution","Telecom Services","Shared Services","Inbound Allocations","LE1",
"Distribution","Telecom Services","Shared Services","Outbound Allocations","LE1",
"Distribution","Customer Events","Administrative","Administrative","LE1",
"Distribution","Customer Events","CAPEX","CAPEX","LE1",
"Distribution","Customer Events","Depr & Amort","Amortization","LE1",
"Distribution","Customer Events","Depr & Amort","Depreciation","LE1",
"Distribution","Customer Events","Hardware & Software","Hardware","LE1",
"Distribution","Customer Events","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Customer Events","Hardware & Software","Software","LE1",
"Distribution","Customer Events","Hardware & Software","Software Maintenance","LE1",
"Distribution","Customer Events","Labor","External Labor","LE1",
"Distribution","Customer Events","Labor","Internal Labor","LE1",
"Distribution","Customer Events","Other","Employee Performance","LE1",
"Distribution","Customer Events","Other","Legal","LE1",
"Distribution","Customer Events","Other","Moving","LE1",
"Distribution","Customer Events","Other","Other","LE1","169.989"
"Distribution","Customer Events","Other","Project Expenses","LE1",
"Distribution","Customer Events","Other","Recognition","LE1",
"Distribution","Customer Events","Other","Severance","LE1",
"Distribution","Customer Events","Other","Supplies","LE1",
"Distribution","Customer Events","Other","Taxes","LE1",
"Distribution","Customer Events","Other","Telecomm","LE1",
"Distribution","Customer Events","Other","Training","LE1",
"Distribution","Customer Events","Other","Travel","LE1",
"Distribution","Customer Events","Other","Vehicles","LE1",
"Distribution","Customer Events","Shared Services","Inbound Allocations","LE1",
"Distribution","Customer Events","Shared Services","Outbound Allocations","LE1",
"Distribution","Auto Insurance","Administrative","Administrative","LE1",
"Distribution","Auto Insurance","CAPEX","CAPEX","LE1",
"Distribution","Auto Insurance","Depr & Amort","Amortization","LE1",
"Distribution","Auto Insurance","Depr & Amort","Depreciation","LE1",
"Distribution","Auto Insurance","Hardware & Software","Hardware","LE1",
"Distribution","Auto Insurance","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Auto Insurance","Hardware & Software","Software","LE1",
"Distribution","Auto Insurance","Hardware & Software","Software Maintenance","LE1",
"Distribution","Auto Insurance","Labor","External Labor","LE1",
"Distribution","Auto Insurance","Labor","Internal Labor","LE1",
"Distribution","Auto Insurance","Other","Employee Performance","LE1",
"Distribution","Auto Insurance","Other","Legal","LE1",
"Distribution","Auto Insurance","Other","Moving","LE1",
"Distribution","Auto Insurance","Other","Other","LE1",
"Distribution","Auto Insurance","Other","Project Expenses","LE1",
"Distribution","Auto Insurance","Other","Recognition","LE1",
"Distribution","Auto Insurance","Other","Severance","LE1",
"Distribution","Auto Insurance","Other","Supplies","LE1",
"Distribution","Auto Insurance","Other","Taxes","LE1",
"Distribution","Auto Insurance","Other","Telecomm","LE1",
"Distribution","Auto Insurance","Other","Training","LE1",
"Distribution","Auto Insurance","Other","Travel","LE1",
"Distribution","Auto Insurance","Other","Vehicles","LE1","159.633"
"Distribution","Auto Insurance","Shared Services","Inbound Allocations","LE1",
"Distribution","Auto Insurance","Shared Services","Outbound Allocations","LE1",
"Distribution","Transportation - Motor Freight","Administrative","Administrative","LE1",
"Distribution","Transportation - Motor Freight","CAPEX","CAPEX","LE1",
"Distribution","Transportation - Motor Freight","Depr & Amort","Amortization","LE1",
"Distribution","Transportation - Motor Freight","Depr & Amort","Depreciation","LE1",
"Distribution","Transportation - Motor Freight","Hardware & Software","Hardware","LE1",
"Distribution","Transportation - Motor Freight","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Transportation - Motor Freight","Hardware & Software","Software","LE1",
"Distribution","Transportation - Motor Freight","Hardware & Software","Software Maintenance","LE1",
"Distribution","Transportation - Motor Freight","Labor","External Labor","LE1",
"Distribution","Transportation - Motor Freight","Labor","Internal Labor","LE1",
"Distribution","Transportation - Motor Freight","Other","Employee Performance","LE1",
"Distribution","Transportation - Motor Freight","Other","Legal","LE1",
"Distribution","Transportation - Motor Freight","Other","Moving","LE1",
"Distribution","Transportation - Motor Freight","Other","Other","LE1","133.5"
"Distribution","Transportation - Motor Freight","Other","Project Expenses","LE1",
"Distribution","Transportation - Motor Freight","Other","Recognition","LE1",
"Distribution","Transportation - Motor Freight","Other","Severance","LE1",
"Distribution","Transportation - Motor Freight","Other","Supplies","LE1",
"Distribution","Transportation - Motor Freight","Other","Taxes","LE1",
"Distribution","Transportation - Motor Freight","Other","Telecomm","LE1",
"Distribution","Transportation - Motor Freight","Other","Training","LE1",
"Distribution","Transportation - Motor Freight","Other","Travel","LE1",
"Distribution","Transportation - Motor Freight","Other","Vehicles","LE1",
"Distribution","Transportation - Motor Freight","Shared Services","Inbound Allocations","LE1",
"Distribution","Transportation - Motor Freight","Shared Services","Outbound Allocations","LE1",
"Distribution","Lease","Administrative","Administrative","LE1",
"Distribution","Lease","CAPEX","CAPEX","LE1",
"Distribution","Lease","Depr & Amort","Amortization","LE1",
"Distribution","Lease","Depr & Amort","Depreciation","LE1",
"Distribution","Lease","Hardware & Software","Hardware","LE1",
"Distribution","Lease","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Lease","Hardware & Software","Software","LE1",
"Distribution","Lease","Hardware & Software","Software Maintenance","LE1",
"Distribution","Lease","Labor","External Labor","LE1",
"Distribution","Lease","Labor","Internal Labor","LE1",
"Distribution","Lease","Other","Employee Performance","LE1",
"Distribution","Lease","Other","Legal","LE1",
"Distribution","Lease","Other","Moving","LE1",
"Distribution","Lease","Other","Other","LE1",
"Distribution","Lease","Other","Project Expenses","LE1",
"Distribution","Lease","Other","Recognition","LE1",
"Distribution","Lease","Other","Severance","LE1",
"Distribution","Lease","Other","Supplies","LE1",
"Distribution","Lease","Other","Taxes","LE1",
"Distribution","Lease","Other","Telecomm","LE1",
"Distribution","Lease","Other","Training","LE1",
"Distribution","Lease","Other","Travel","LE1",
"Distribution","Lease","Other","Vehicles","LE1","91.74"
"Distribution","Lease","Shared Services","Inbound Allocations","LE1",
"Distribution","Lease","Shared Services","Outbound Allocations","LE1",
"Distribution","Other ( + Tax )","Administrative","Administrative","LE1",
"Distribution","Other ( + Tax )","CAPEX","CAPEX","LE1",
"Distribution","Other ( + Tax )","Depr & Amort","Amortization","LE1",
"Distribution","Other ( + Tax )","Depr & Amort","Depreciation","LE1",
"Distribution","Other ( + Tax )","Hardware & Software","Hardware","LE1",
"Distribution","Other ( + Tax )","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Other ( + Tax )","Hardware & Software","Software","LE1",
"Distribution","Other ( + Tax )","Hardware & Software","Software Maintenance","LE1",
"Distribution","Other ( + Tax )","Labor","External Labor","LE1",
"Distribution","Other ( + Tax )","Labor","Internal Labor","LE1","73.95900000000006"
"Distribution","Other ( + Tax )","Other","Employee Performance","LE1",
"Distribution","Other ( + Tax )","Other","Legal","LE1",
"Distribution","Other ( + Tax )","Other","Moving","LE1",
"Distribution","Other ( + Tax )","Other","Other","LE1",
"Distribution","Other ( + Tax )","Other","Project Expenses","LE1",
"Distribution","Other ( + Tax )","Other","Recognition","LE1",
"Distribution","Other ( + Tax )","Other","Severance","LE1",
"Distribution","Other ( + Tax )","Other","Supplies","LE1",
"Distribution","Other ( + Tax )","Other","Taxes","LE1",
"Distribution","Other ( + Tax )","Other","Telecomm","LE1",
"Distribution","Other ( + Tax )","Other","Training","LE1",
"Distribution","Other ( + Tax )","Other","Travel","LE1",
"Distribution","Other ( + Tax )","Other","Vehicles","LE1",
"Distribution","Other ( + Tax )","Shared Services","Inbound Allocations","LE1",
"Distribution","Other ( + Tax )","Shared Services","Outbound Allocations","LE1",
"Distribution","Transportation - Air","Administrative","Administrative","LE1",
"Distribution","Transportation - Air","CAPEX","CAPEX","LE1",
"Distribution","Transportation - Air","Depr & Amort","Amortization","LE1",
"Distribution","Transportation - Air","Depr & Amort","Depreciation","LE1",
"Distribution","Transportation - Air","Hardware & Software","Hardware","LE1",
"Distribution","Transportation - Air","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Transportation - Air","Hardware & Software","Software","LE1",
"Distribution","Transportation - Air","Hardware & Software","Software Maintenance","LE1",
"Distribution","Transportation - Air","Labor","External Labor","LE1",
"Distribution","Transportation - Air","Labor","Internal Labor","LE1",
"Distribution","Transportation - Air","Other","Employee Performance","LE1",
"Distribution","Transportation - Air","Other","Legal","LE1",
"Distribution","Transportation - Air","Other","Moving","LE1",
"Distribution","Transportation - Air","Other","Other","LE1","34.689"
"Distribution","Transportation - Air","Other","Project Expenses","LE1",
"Distribution","Transportation - Air","Other","Recognition","LE1",
"Distribution","Transportation - Air","Other","Severance","LE1",
"Distribution","Transportation - Air","Other","Supplies","LE1",
"Distribution","Transportation - Air","Other","Taxes","LE1",
"Distribution","Transportation - Air","Other","Telecomm","LE1",
"Distribution","Transportation - Air","Other","Training","LE1",
"Distribution","Transportation - Air","Other","Travel","LE1",
"Distribution","Transportation - Air","Other","Vehicles","LE1",
"Distribution","Transportation - Air","Shared Services","Inbound Allocations","LE1",
"Distribution","Transportation - Air","Shared Services","Outbound Allocations","LE1",
"Distribution","Subscriptions and Reference Material","Administrative","Administrative","LE1",
"Distribution","Subscriptions and Reference Material","CAPEX","CAPEX","LE1",
"Distribution","Subscriptions and Reference Material","Depr & Amort","Amortization","LE1",
"Distribution","Subscriptions and Reference Material","Depr & Amort","Depreciation","LE1",
"Distribution","Subscriptions and Reference Material","Hardware & Software","Hardware","LE1",
"Distribution","Subscriptions and Reference Material","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Subscriptions and Reference Material","Hardware & Software","Software","LE1",
"Distribution","Subscriptions and Reference Material","Hardware & Software","Software Maintenance","LE1",
"Distribution","Subscriptions and Reference Material","Labor","External Labor","LE1",
"Distribution","Subscriptions and Reference Material","Labor","Internal Labor","LE1",
"Distribution","Subscriptions and Reference Material","Other","Employee Performance","LE1",
"Distribution","Subscriptions and Reference Material","Other","Legal","LE1",
"Distribution","Subscriptions and Reference Material","Other","Moving","LE1",
"Distribution","Subscriptions and Reference Material","Other","Other","LE1","34.5"
"Distribution","Subscriptions and Reference Material","Other","Project Expenses","LE1",
"Distribution","Subscriptions and Reference Material","Other","Recognition","LE1",
"Distribution","Subscriptions and Reference Material","Other","Severance","LE1",
"Distribution","Subscriptions and Reference Material","Other","Supplies","LE1",
"Distribution","Subscriptions and Reference Material","Other","Taxes","LE1",
"Distribution","Subscriptions and Reference Material","Other","Telecomm","LE1",
"Distribution","Subscriptions and Reference Material","Other","Training","LE1",
"Distribution","Subscriptions and Reference Material","Other","Travel","LE1",
"Distribution","Subscriptions and Reference Material","Other","Vehicles","LE1",
"Distribution","Subscriptions and Reference Material","Shared Services","Inbound Allocations","LE1",
"Distribution","Subscriptions and Reference Material","Shared Services","Outbound Allocations","LE1",
"Distribution","Outside Repairs - Cars","Administrative","Administrative","LE1",
"Distribution","Outside Repairs - Cars","CAPEX","CAPEX","LE1",
"Distribution","Outside Repairs - Cars","Depr & Amort","Amortization","LE1",
"Distribution","Outside Repairs - Cars","Depr & Amort","Depreciation","LE1",
"Distribution","Outside Repairs - Cars","Hardware & Software","Hardware","LE1",
"Distribution","Outside Repairs - Cars","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Outside Repairs - Cars","Hardware & Software","Software","LE1",
"Distribution","Outside Repairs - Cars","Hardware & Software","Software Maintenance","LE1",
"Distribution","Outside Repairs - Cars","Labor","External Labor","LE1",
"Distribution","Outside Repairs - Cars","Labor","Internal Labor","LE1",
"Distribution","Outside Repairs - Cars","Other","Employee Performance","LE1",
"Distribution","Outside Repairs - Cars","Other","Legal","LE1",
"Distribution","Outside Repairs - Cars","Other","Moving","LE1",
"Distribution","Outside Repairs - Cars","Other","Other","LE1",
"Distribution","Outside Repairs - Cars","Other","Project Expenses","LE1",
"Distribution","Outside Repairs - Cars","Other","Recognition","LE1",
"Distribution","Outside Repairs - Cars","Other","Severance","LE1",
"Distribution","Outside Repairs - Cars","Other","Supplies","LE1",
"Distribution","Outside Repairs - Cars","Other","Taxes","LE1",
"Distribution","Outside Repairs - Cars","Other","Telecomm","LE1",
"Distribution","Outside Repairs - Cars","Other","Training","LE1",
"Distribution","Outside Repairs - Cars","Other","Travel","LE1",
"Distribution","Outside Repairs - Cars","Other","Vehicles","LE1","28.767"
"Distribution","Outside Repairs - Cars","Shared Services","Inbound Allocations","LE1",
"Distribution","Outside Repairs - Cars","Shared Services","Outbound Allocations","LE1",
"Distribution","Other Miscellaneous","Administrative","Administrative","LE1",
"Distribution","Other Miscellaneous","CAPEX","CAPEX","LE1",
"Distribution","Other Miscellaneous","Depr & Amort","Amortization","LE1",
"Distribution","Other Miscellaneous","Depr & Amort","Depreciation","LE1",
"Distribution","Other Miscellaneous","Hardware & Software","Hardware","LE1",
"Distribution","Other Miscellaneous","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Other Miscellaneous","Hardware & Software","Software","LE1",
"Distribution","Other Miscellaneous","Hardware & Software","Software Maintenance","LE1",
"Distribution","Other Miscellaneous","Labor","External Labor","LE1",
"Distribution","Other Miscellaneous","Labor","Internal Labor","LE1",
"Distribution","Other Miscellaneous","Other","Employee Performance","LE1",
"Distribution","Other Miscellaneous","Other","Legal","LE1",
"Distribution","Other Miscellaneous","Other","Moving","LE1",
"Distribution","Other Miscellaneous","Other","Other","LE1","25.554"
"Distribution","Other Miscellaneous","Other","Project Expenses","LE1",
"Distribution","Other Miscellaneous","Other","Recognition","LE1",
"Distribution","Other Miscellaneous","Other","Severance","LE1",
"Distribution","Other Miscellaneous","Other","Supplies","LE1",
"Distribution","Other Miscellaneous","Other","Taxes","LE1",
"Distribution","Other Miscellaneous","Other","Telecomm","LE1",
"Distribution","Other Miscellaneous","Other","Training","LE1",
"Distribution","Other Miscellaneous","Other","Travel","LE1",
"Distribution","Other Miscellaneous","Other","Vehicles","LE1",
"Distribution","Other Miscellaneous","Shared Services","Inbound Allocations","LE1",
"Distribution","Other Miscellaneous","Shared Services","Outbound Allocations","LE1",
"Distribution","Bank Charges","Administrative","Administrative","LE1",
"Distribution","Bank Charges","CAPEX","CAPEX","LE1",
"Distribution","Bank Charges","Depr & Amort","Amortization","LE1",
"Distribution","Bank Charges","Depr & Amort","Depreciation","LE1",
"Distribution","Bank Charges","Hardware & Software","Hardware","LE1",
"Distribution","Bank Charges","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Bank Charges","Hardware & Software","Software","LE1",
"Distribution","Bank Charges","Hardware & Software","Software Maintenance","LE1",
"Distribution","Bank Charges","Labor","External Labor","LE1",
"Distribution","Bank Charges","Labor","Internal Labor","LE1",
"Distribution","Bank Charges","Other","Employee Performance","LE1",
"Distribution","Bank Charges","Other","Legal","LE1",
"Distribution","Bank Charges","Other","Moving","LE1",
"Distribution","Bank Charges","Other","Other","LE1","18.416999999999998"
"Distribution","Bank Charges","Other","Project Expenses","LE1",
"Distribution","Bank Charges","Other","Recognition","LE1",
"Distribution","Bank Charges","Other","Severance","LE1",
"Distribution","Bank Charges","Other","Supplies","LE1",
"Distribution","Bank Charges","Other","Taxes","LE1",
"Distribution","Bank Charges","Other","Telecomm","LE1",
"Distribution","Bank Charges","Other","Training","LE1",
"Distribution","Bank Charges","Other","Travel","LE1",
"Distribution","Bank Charges","Other","Vehicles","LE1",
"Distribution","Bank Charges","Shared Services","Inbound Allocations","LE1",
"Distribution","Bank Charges","Shared Services","Outbound Allocations","LE1",
"Distribution","Office Supplies","Administrative","Administrative","LE1",
"Distribution","Office Supplies","CAPEX","CAPEX","LE1",
"Distribution","Office Supplies","Depr & Amort","Amortization","LE1",
"Distribution","Office Supplies","Depr & Amort","Depreciation","LE1",
"Distribution","Office Supplies","Hardware & Software","Hardware","LE1",
"Distribution","Office Supplies","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Office Supplies","Hardware & Software","Software","LE1",
"Distribution","Office Supplies","Hardware & Software","Software Maintenance","LE1",
"Distribution","Office Supplies","Labor","External Labor","LE1",
"Distribution","Office Supplies","Labor","Internal Labor","LE1",
"Distribution","Office Supplies","Other","Employee Performance","LE1",
"Distribution","Office Supplies","Other","Legal","LE1",
"Distribution","Office Supplies","Other","Moving","LE1",
"Distribution","Office Supplies","Other","Other","LE1",
"Distribution","Office Supplies","Other","Project Expenses","LE1",
"Distribution","Office Supplies","Other","Recognition","LE1",
"Distribution","Office Supplies","Other","Severance","LE1",
"Distribution","Office Supplies","Other","Supplies","LE1","11.85"
"Distribution","Office Supplies","Other","Taxes","LE1",
"Distribution","Office Supplies","Other","Telecomm","LE1",
"Distribution","Office Supplies","Other","Training","LE1",
"Distribution","Office Supplies","Other","Travel","LE1",
"Distribution","Office Supplies","Other","Vehicles","LE1",
"Distribution","Office Supplies","Shared Services","Inbound Allocations","LE1",
"Distribution","Office Supplies","Shared Services","Outbound Allocations","LE1",
"Distribution","Postage","Administrative","Administrative","LE1",
"Distribution","Postage","CAPEX","CAPEX","LE1",
"Distribution","Postage","Depr & Amort","Amortization","LE1",
"Distribution","Postage","Depr & Amort","Depreciation","LE1",
"Distribution","Postage","Hardware & Software","Hardware","LE1",
"Distribution","Postage","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Postage","Hardware & Software","Software","LE1",
"Distribution","Postage","Hardware & Software","Software Maintenance","LE1",
"Distribution","Postage","Labor","External Labor","LE1",
"Distribution","Postage","Labor","Internal Labor","LE1",
"Distribution","Postage","Other","Employee Performance","LE1",
"Distribution","Postage","Other","Legal","LE1",
"Distribution","Postage","Other","Moving","LE1",
"Distribution","Postage","Other","Other","LE1","11.184"
"Distribution","Postage","Other","Project Expenses","LE1",
"Distribution","Postage","Other","Recognition","LE1",
"Distribution","Postage","Other","Severance","LE1",
"Distribution","Postage","Other","Supplies","LE1",
"Distribution","Postage","Other","Taxes","LE1",
"Distribution","Postage","Other","Telecomm","LE1",
"Distribution","Postage","Other","Training","LE1",
"Distribution","Postage","Other","Travel","LE1",
"Distribution","Postage","Other","Vehicles","LE1",
"Distribution","Postage","Shared Services","Inbound Allocations","LE1",
"Distribution","Postage","Shared Services","Outbound Allocations","LE1",
"Distribution","Variable Salaries And Wages","Administrative","Administrative","LE1",
"Distribution","Variable Salaries And Wages","CAPEX","CAPEX","LE1",
"Distribution","Variable Salaries And Wages","Depr & Amort","Amortization","LE1",
"Distribution","Variable Salaries And Wages","Depr & Amort","Depreciation","LE1",
"Distribution","Variable Salaries And Wages","Hardware & Software","Hardware","LE1",
"Distribution","Variable Salaries And Wages","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Variable Salaries And Wages","Hardware & Software","Software","LE1",
"Distribution","Variable Salaries And Wages","Hardware & Software","Software Maintenance","LE1",
"Distribution","Variable Salaries And Wages","Labor","External Labor","LE1",
"Distribution","Variable Salaries And Wages","Labor","Internal Labor","LE1","1.565999999999974"
"Distribution","Variable Salaries And Wages","Other","Employee Performance","LE1",
"Distribution","Variable Salaries And Wages","Other","Legal","LE1",
"Distribution","Variable Salaries And Wages","Other","Moving","LE1",
"Distribution","Variable Salaries And Wages","Other","Other","LE1",
"Distribution","Variable Salaries And Wages","Other","Project Expenses","LE1",
"Distribution","Variable Salaries And Wages","Other","Recognition","LE1",
"Distribution","Variable Salaries And Wages","Other","Severance","LE1",
"Distribution","Variable Salaries And Wages","Other","Supplies","LE1",
"Distribution","Variable Salaries And Wages","Other","Taxes","LE1",
"Distribution","Variable Salaries And Wages","Other","Telecomm","LE1",
"Distribution","Variable Salaries And Wages","Other","Training","LE1",
"Distribution","Variable Salaries And Wages","Other","Travel","LE1",
"Distribution","Variable Salaries And Wages","Other","Vehicles","LE1",
"Distribution","Variable Salaries And Wages","Shared Services","Inbound Allocations","LE1",
"Distribution","Variable Salaries And Wages","Shared Services","Outbound Allocations","LE1",
"Distribution","Software","Administrative","Administrative","LE1",
"Distribution","Software","CAPEX","CAPEX","LE1",
"Distribution","Software","Depr & Amort","Amortization","LE1","0.249"
"Distribution","Software","Depr & Amort","Depreciation","LE1",
"Distribution","Software","Hardware & Software","Hardware","LE1",
"Distribution","Software","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Software","Hardware & Software","Software","LE1",
"Distribution","Software","Hardware & Software","Software Maintenance","LE1",
"Distribution","Software","Labor","External Labor","LE1",
"Distribution","Software","Labor","Internal Labor","LE1",
"Distribution","Software","Other","Employee Performance","LE1",
"Distribution","Software","Other","Legal","LE1",
"Distribution","Software","Other","Moving","LE1",
"Distribution","Software","Other","Other","LE1",
"Distribution","Software","Other","Project Expenses","LE1",
"Distribution","Software","Other","Recognition","LE1",
"Distribution","Software","Other","Severance","LE1",
"Distribution","Software","Other","Supplies","LE1",
"Distribution","Software","Other","Taxes","LE1",
"Distribution","Software","Other","Telecomm","LE1",
"Distribution","Software","Other","Training","LE1",
"Distribution","Software","Other","Travel","LE1",
"Distribution","Software","Other","Vehicles","LE1",
"Distribution","Software","Shared Services","Inbound Allocations","LE1",
"Distribution","Software","Shared Services","Outbound Allocations","LE1",
"Distribution","Benefits","Administrative","Administrative","LE1",
"Distribution","Benefits","CAPEX","CAPEX","LE1",
"Distribution","Benefits","Depr & Amort","Amortization","LE1",
"Distribution","Benefits","Depr & Amort","Depreciation","LE1",
"Distribution","Benefits","Hardware & Software","Hardware","LE1",
"Distribution","Benefits","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Benefits","Hardware & Software","Software","LE1",
"Distribution","Benefits","Hardware & Software","Software Maintenance","LE1",
"Distribution","Benefits","Labor","External Labor","LE1",
"Distribution","Benefits","Labor","Internal Labor","LE1","-33.6"
"Distribution","Benefits","Other","Employee Performance","LE1",
"Distribution","Benefits","Other","Legal","LE1",
"Distribution","Benefits","Other","Moving","LE1",
"Distribution","Benefits","Other","Other","LE1",
"Distribution","Benefits","Other","Project Expenses","LE1",
"Distribution","Benefits","Other","Recognition","LE1",
"Distribution","Benefits","Other","Severance","LE1",
"Distribution","Benefits","Other","Supplies","LE1",
"Distribution","Benefits","Other","Taxes","LE1",
"Distribution","Benefits","Other","Telecomm","LE1",
"Distribution","Benefits","Other","Training","LE1",
"Distribution","Benefits","Other","Travel","LE1",
"Distribution","Benefits","Other","Vehicles","LE1",
"Distribution","Benefits","Shared Services","Inbound Allocations","LE1",
"Distribution","Benefits","Shared Services","Outbound Allocations","LE1",
"Distribution","Misc. Credits - 2","Administrative","Administrative","LE1",
"Distribution","Misc. Credits - 2","CAPEX","CAPEX","LE1",
"Distribution","Misc. Credits - 2","Depr & Amort","Amortization","LE1",
"Distribution","Misc. Credits - 2","Depr & Amort","Depreciation","LE1",
"Distribution","Misc. Credits - 2","Hardware & Software","Hardware","LE1",
"Distribution","Misc. Credits - 2","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Misc. Credits - 2","Hardware & Software","Software","LE1",
"Distribution","Misc. Credits - 2","Hardware & Software","Software Maintenance","LE1",
"Distribution","Misc. Credits - 2","Labor","External Labor","LE1",
"Distribution","Misc. Credits - 2","Labor","Internal Labor","LE1",
"Distribution","Misc. Credits - 2","Other","Employee Performance","LE1",
"Distribution","Misc. Credits - 2","Other","Legal","LE1",
"Distribution","Misc. Credits - 2","Other","Moving","LE1",
"Distribution","Misc. Credits - 2","Other","Other","LE1","-81.54899999999999"
"Distribution","Misc. Credits - 2","Other","Project Expenses","LE1",
"Distribution","Misc. Credits - 2","Other","Recognition","LE1",
"Distribution","Misc. Credits - 2","Other","Severance","LE1",
"Distribution","Misc. Credits - 2","Other","Supplies","LE1",
"Distribution","Misc. Credits - 2","Other","Taxes","LE1",
"Distribution","Misc. Credits - 2","Other","Telecomm","LE1",
"Distribution","Misc. Credits - 2","Other","Training","LE1",
"Distribution","Misc. Credits - 2","Other","Travel","LE1",
"Distribution","Misc. Credits - 2","Other","Vehicles","LE1",
"Distribution","Misc. Credits - 2","Shared Services","Inbound Allocations","LE1",
"Distribution","Misc. Credits - 2","Shared Services","Outbound Allocations","LE1",
"Distribution","Other ( - Tax )","Administrative","Administrative","LE1",
"Distribution","Other ( - Tax )","CAPEX","CAPEX","LE1",
"Distribution","Other ( - Tax )","Depr & Amort","Amortization","LE1",
"Distribution","Other ( - Tax )","Depr & Amort","Depreciation","LE1",
"Distribution","Other ( - Tax )","Hardware & Software","Hardware","LE1",
"Distribution","Other ( - Tax )","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Other ( - Tax )","Hardware & Software","Software","LE1",
"Distribution","Other ( - Tax )","Hardware & Software","Software Maintenance","LE1",
"Distribution","Other ( - Tax )","Labor","External Labor","LE1",
"Distribution","Other ( - Tax )","Labor","Internal Labor","LE1","-174.426"
"Distribution","Other ( - Tax )","Other","Employee Performance","LE1",
"Distribution","Other ( - Tax )","Other","Legal","LE1",
"Distribution","Other ( - Tax )","Other","Moving","LE1",
"Distribution","Other ( - Tax )","Other","Other","LE1",
"Distribution","Other ( - Tax )","Other","Project Expenses","LE1",
"Distribution","Other ( - Tax )","Other","Recognition","LE1",
"Distribution","Other ( - Tax )","Other","Severance","LE1",
"Distribution","Other ( - Tax )","Other","Supplies","LE1",
"Distribution","Other ( - Tax )","Other","Taxes","LE1",
"Distribution","Other ( - Tax )","Other","Telecomm","LE1",
"Distribution","Other ( - Tax )","Other","Training","LE1",
"Distribution","Other ( - Tax )","Other","Travel","LE1",
"Distribution","Other ( - Tax )","Other","Vehicles","LE1",
"Distribution","Other ( - Tax )","Shared Services","Inbound Allocations","LE1",
"Distribution","Other ( - Tax )","Shared Services","Outbound Allocations","LE1",
"Distribution","Indemnification and Separation Allowance","Administrative","Administrative","LE1",
